comment,sentiment,length
mehakma mosamiat ne chitral me glacier phante ka imkaan zahir kr diya,negative,69
yaqoob memon ki phansi zalimana ghair insani hai saal qaid kaat chukay thay amnesty international ki bharti iqdam ki muzammat,negative,125
muqadme me mulavis obaid k pehle se giriftar hai,negative,48
wazir e azam se m fazl ur rahman ki mulaqat pti arkan mustafi ho chukay tehreek qanon k mutabiq hy wapis nahi lenge quaid jui,negative,125
rental power project ghair qanoni contract per nab ka raja pervez ashraf samait afrad k khilaf reference dair karnay ka faisla,negative,126
kohala amp abbasiya k darmiyan landslidding,negative,43
assembly ka hissa nahi thay to budget me kyon shamil kia,negative,56
q yad nahi aya,negative,14
mulah omar ki mout ki afwahon ki tehqiqat kar rahay hain daftar e kharja,negative,72
quaid jui pti arkan k istefon per datt gaye hamara mauqaf aaini hai kis bunyad per riayat di ja rahi hai molana fazl ur rahman,negative,126
since group main kamyabi ka tanasub aur general group main raha,negative,63
lyari rangers or police nay mpa sania naz k ghar ka muhasra kar lia ghar me aslah dafan hai,negative,91
tower k bajai bus quaidbad tk mehdud,negative,36
pak ko ye yad rakhna chahiye ky agar bharat ka aman mutasir hoga to cricket nhy hogi says anurag_thakur,negative,103
ahle khana ne ps shara e faisal me report jama kara di,negative,54
transporters ka tajiron ki hartal ki himayat ka elan st august se karachi samet mulk bhar me pahayya jam bhi hoga transporters,negative,126
mulzim ne me jalal ahmed or irfan ko qatal kia tha,negative,50
ishaq dar ki tajweez pr arkan e parliament ko na ahal qarar denay ki tahareek ek haftay k liye muakhar,negative,102
ishaq dar k aiwan me aane tk mamla muakhar kr diya gaya,negative,55
passport office me aam shehriyo ka dakhla bund kar diya gaya,negative,60
sabiq bharti sadar abdul kalam sal ki umar me inteqal kar gaye,negative,62
bharti cricket board ka ek bar phir pak bharat series se inkar,negative,62
halakatain hoin,negative,15
dehat or lac log mutasir howe,negative,29
kse index points kami k bad ki sattah per aagaya,negative,48
mutasira khandanon se izhar e hamdardi,negative,38
hukomat se tajir biradri k muzakrat nakam,negative,41
st august ko mulk geer hartal ka elaan barqarar,negative,47
orangi me firing se nadeem janbahaq,negative,35
afrad janbahaq,negative,14
zakhmi gt afghan media,negative,22
x cheif justice iftikhar chodhry ka nae siyasi jamat bana ney k lye home work shuru,negative,83
shadid barish k bad lashari gaun me makan ki chatt gir gae,negative,58
bacho samet afrad jan bahaq,negative,27
aysi jaga ko kehty hein jaha toop rakhkar chalaya jata hn,negative,57
sirf internet service jari rahegi,negative,33
mafi mujhe nh nawaz sharif ko mangni chahea,negative,43
ecp k members istefa den,negative,24
mah k liye sharah sood per barqarar,negative,35
mpo k tehayt nazer band kal adam lashker e jhangvi k serbarha malik ishaq or in k bayton samet afrad ku ne griftar kr lia,negative,121
haveliyan k qareeb musafir gaari khae me jaa giri,negative,49
hadse me afraad zakhmi rescue zarae,negative,35
ye hukomat samet sab k liye sabaq hai,negative,37
dariya e jannab se naqal makani krne wale baap aur beta asmani bijli girne se jan bahaq,negative,87
chitral me selaab se ab tak afraad jan bahaq huwe,negative,49
makanat tabah nd ko nuqsaan poncha,negative,34
sabiq chief justice iftikhar chaudhry ka siyasat me aanay ka elaan apni jamat banaunga quetta mera ghar hai yahan se aghaz hoga,negative,127
anjuman tajiran pakistan ka st august ko hartal ka elan,negative,55
lahore k tajir aug ko hartal karengy,negative,36
restaurant sealed kar dia gaya,negative,30
landhi labour square me barish k pani me doob k bacha janbhaq,negative,61
sindh me naegleria se halakato ki tadad ho gai,negative,46
ahelkaru k khilaf karwai ka hukum,negative,33
mqm markaz nine zero or khursheed begum hall main tamam shoba e jaat kay dafatir band karkunan altaf hussain ki rihaishgaah per jamma,negative,133
hacksbay se afrad ki doobi hui lashen mili tadad ho gai lapata,negative,62
hawksbay per afrad ayaz amp usman doob kar janbahaq,negative,51
kohi k elaqey me firing,negative,23
mian biwi jan bahaq,negative,19
lashen hospital muntaqil police,negative,31
jaraim ki serparasti krny waly police ahilkaro ki tanazoli kr k tankhwaian rok di gai west zone k corrupt afsaran bertaraf,negative,122
rupe ka hogia mazeed kami ka imakan,negative,35
donon janib se barf pigli hai pakistan wapasi k lye sharait hakomat ko bheja hon,negative,80
jala watan baloch rahnuma khan sleman dawood,negative,44
hum operation ki himayat krtay hy magar usman muazam or baytay ki griftari operation ku mashkook bana rahi hy,negative,109
jis ne asar ki namaz tark ki uski rozi se barkat khatm krdi jati he,negative,67
jis ne magrib ki namaz tark ki usko olaad se koi faida na hoga,negative,62
eid kay phlay aur dosray din shehar me one welling karty howay gir kar naujawan janbahaq se zaid zakhmi zarai,negative,109
karkuno ki griftari ka tadam e marg bhok hartal karnay ka faisla wada kia tha jan day dunga jhukunga nahi quaid mqm,negative,115
bharti dar ul hukomat me manzila emarat gir gai afrad halak,negative,59
naraan k entry point se kilo meter tak shadid traffic jam,negative,57
landhi murgi khana pr firing se police ahelkar zakhmi,negative,53
dariya e kabul me selaab ka khatra,negative,34
nahaney per pabandi aid,negative,23
pdma ne alert jari kr diya,negative,26
afrad janbhaq,negative,13
chitral peshawar road amdorafat k liye band sankro gariya phans gai,negative,67
eid k mokay pr pakistani parcham lehra dia gia bharti fauj ka lathi charge huriat rehnuma eid pr bhi gharon me nazarband,negative,120
dehshatgardi ka shikar afrad k ahlay khana or eid k roz apnay faraiz nibhany walo ku yaad rakhiay,negative,97
dg building control manzorqadir amp administrator kmc saqibsoomro ko ohday se hata dia gaya,negative,91
afsaran ku ohday se hatanay se corruption khatam nahi hogi kisi k pechay zardari sb kisi k sath faryaltalpur or tappi hn,negative,120
sindh me izlaah k depty commissioners ko apne odho se hata dya gaya,negative,67
sindh hukumat ne administrator karachi saqib soomro samait sindh k deputy commission ko ohday se farigh kardiya gaya,negative,116
wafaq ka quaid mqm ki taqreer ku buniyad bana kr eid k baad mqm k markaz nine zero ku seal krny pr ghor lt media zaraiay gt,negative,123
tashadud pr uksanay walo ki fehrist tayar krli mazeed griftariyan ki jain ge taqarir mn rangers jawano ki nishana banaya gaya,negative,125
shehar mein mqm k markaz par chahpay k baad mukhtalif elaqon mein petrol or cng pumps bund hona shuro,negative,101
mqm k rukn e assambly landhi mn awami ahtijaj mn shamil maah se pani nahi dia ja raha ahtijaj na krian tu kia krian,negative,115
landhi mn bijli bandish se parayshan awam ka mqm k rukon e assambly asif hasnain k dafter pr dhawa tor phor police talb,negative,119
aur wapis kafan mein ayein,negative,26
mere shaher me meri nasal ko lootne walo,negative,40
pata b he beta jawan kese hota he,negative,33
baldia k asatiza ka civic centre pr ahtijaj jari,negative,48
rangers mamly pr karachi tajir ittehad ka dec ko sindh assembly k gherao ka elaan,negative,81
multan bahawalpur gujrat sialkot d g khan attock ki phansi tal gai,negative,66
wifaq sindh per hamla awar nahi mujhay lecture sunanay wali shakhsiat ka kirdar bayan karun to munh chupatay phiren ge ch nisar,negative,127
pia mulazmin kal say saddarati ordinance kay khilaf kaam band kar dein gay joint action committee ka ailan,negative,106
sindh assembly me k akhtyarat me tausee k hawalay se opposition ka sakht ahtijaj ijlas kal baje tak multavi,negative,107
wazair e dakhla din kisi ki hirast mein rahe to woh bhe her juram qabol karen ge khursheed shah,negative,95
pti ka kal duphair bajay sharah e faisal star gate pr ahtijaj ka elaan,negative,70
pak army k helicopter ku mn hadsa ahilkar zakhmi,negative,48
jail road pr firing se shaks janbahaq rpt m ali jokhio,negative,54
sirf aik shakhs k liye operation ko mutanaza banaya ja raha hai karachi me khof ki fiza qaim nahi honay denge ch nisar,negative,118
baba ahstgi sy bola phr pta nahi mery bchon ki call q nhi ati,negative,61
cm sindh ki anokhi mantiq corruption nahi baat nahi liaqat ali khan k dor se ho rahi hy khatmay k liye sal kam qarar day diye,negative,125
dr asim ku jald shakhsi zamanat pr riha krny ka imkan dr asim case mn dehshat gardi k shawahid sabit na hoiay media zarai,negative,121
dehshat gardon ki griftari ki list tayar,negative,40
sal me waqiat hy khawatin bachon se ziadti k waqiat hue,negative,55
qilla saifullah muslimbagh se lashen mili,negative,41
liaquatabad ilyas goth mn ashraf or daniyal janbahaq,negative,52
usa los angeles or barnadeno me firing se ab tak halak or zakhmi hai,negative,68
petrol ki qeemat december ke liye barqarar rakhne ka faisla petrol ki qeemat me kami ki tajweez thi jo nahi karrahay ishaq dar,negative,126
lyari lee market salaar compound aur aitraf me rangers ka search operation bhari tadad me aslah baramad,negative,103
baldia town mn ki rally pr phatrao intikhabi umeedwar samet karkun zakhmi garriyon ku nuqsan tarjuman e islami,negative,110
purani subzi mandi main pti ji aur mqm kay mabain tasadam rangers jaye waqua per pohanch gayi,negative,93
super star aamir khan ko thappar marne wale shakhs ko aik lakh rupey inam diya jaye ga,negative,86
pti ne phir ayaz sadiq ki kamyabi challenge kar di na me vote muntaqil intikhab kaladam qarar diya jaye tribunal me darkhwast,negative,125
janbahaq pilot khatoon maryam ki n janaza ada army chief ka maryam ki bahaduri or qurbani ko khiraj tehsin ahal e khana se taziat,negative,129
mqm r committee pakistan or london ka hangami ijlas mqm k intikhabi dafatir pr rangers k chahpo k khilaf ahtijaj ka faisal,negative,122
mir ghazanfar ali khan ne governor gilgit k ohday ka halaf utha lia wazir e azam ki amad per sarken band schools k parchay mutasir,negative,130
roosi wazir dakhla ka daura turkey multavi,negative,42
salamti council ka hangami ijlas bhi talab,negative,42
afrad k qatal k khilaf kashmirion ka ehtijaj,negative,44
ferozewala me firing se counselor zakhmi bv janbahaq,negative,52
wazir e mumlikat saira afzal k walid ko shikast pti k mamoon jaffar kamyab,negative,74
umarkot me dhandli k khilaf pti ka kal hartal ka elaan,negative,54
party bazi ka anjam betay ne baap ko goli maar kar khudkushi kar li,negative,67
gujranwala me pmln karkuno ne pti karkun ki tang torr di,negative,56
har kisi sy in ki umeed na rako,negative,31
q k bohat kam log dil k ameer hoty hain,negative,39
gharelu mulazma qeemti samaan jewellery or cash lekar farar,negative,59
america ki mukhtalif riyasato main masjid ko bomb sy urane ki dhamki amez call,negative,78
cananda k sobay ontiaro me masjid ko aag lagadi gai masjid ko aag lagana musalmano se nafrat ka izhar hai,negative,105
jinnah international airport par customs ki karrewai dubai se anay walay pakistani musafiron say mobile phone baramad,negative,117
tangien khenchne walay humari nahi mulk ki tangien khench,negative,57
rahay hen mulk mushkilat se niklay jaye phir siyasat karenge pm nawaz sharif,negative,76
december ko taqatwar zalzalay ki waja se azeem mississippi darya,negative,64
apni baat dosron tak pohanchane ke liye aap ka chillana zaroori nahi,negative,68
agar aap ki divorce ko baras ka arsaa beet chukka ho to aap ki zindagi aik nae dhap par aa chuki hoti hai,negative,105
jab main pehle pehal pakistan aai to sab he ne kaha ke tum kamiyab nahi ho sakogi,negative,81
mujhe rangon aur mardon ke malbosaat ke barey mein ziyada sojh bojh nahi,negative,72
imran aise kapre pasand nahi karte jo in ke liye araamdey nah on,negative,64
mera khayal tha k yeh bohat khaufzada karne wala tajurba ho ga aur main ne yeh bat imran se bhi kit hi,negative,102
main ne in se kaha tha ke in ka celebrity status mujhe khaiyf kar raha hai,negative,74
bohat se khush haal afraad ne saal ke bachon ko gharelo mulazim rakha hua hai,negative,77
nwfp mein sanati mulazmeen ke liye to kam se kam ujrat muqarrar kar di gai lekin gharelo mulazmeen ke liye aisa kuch nahi hua,negative,125
pakhtono ko dosron se mukhtalif aur stereo type ka samaja jata hai,negative,66
street children ko sarkon par nahi rehna chahiye,negative,48
in se in ka bachpan chinn jata hai,negative,34
main chahti hon ke aise bachen taleem hasil karen taa ke jab wo baras ke hon to apni purani zindagi ki taraf na laut jae na he drugs mein panah dhondein,negative,152
ke mera khayal hai ke khuwateen ko shikayatein karna band kar dena chahiye,negative,74
har waqt giley shikwey karne walon se mujhe koi hamdardi nahi,negative,61
humen bahane nahi dhondne chahiye,negative,33
mere paas party ka koi auhda nahi,negative,33
teesri dafa prime minister banne wale nawaz sharif bhi kuch na kar sake,negative,71
shoes ka mera shauq ab kae had tak khatam ho chukka hai,negative,55
main gym nahi jati,negative,18
hamare khandan mein weight barhne ka rujhaan hai he nahi,negative,56
rahai mili to chand mah bad mah key leyae karachi jail mein band ker dea gaya,negative,77
mein teesri martaaba unhein mah key leae qaid ker dea gea,negative,57
ansar burney wazir mein banney wali nigran hukumet mein ansar burney wazir bhi rah chukey hain apni wizaret key dauran unhon ney kae aisey faisley aur iqdemat kea jinhain baz halqon ki taref sey saraha gea aur baz halqon ki taref dey tanqeed ka nishana banaya gea,negative,263
magar is hadse ne mere dil o dimagh mein aik shaded taghaiyour paida kar deya hai,negative,81
mere leye duniya ke mamlat mein dilchaspi lena aur duniya mein barhne ki khuwahish karna sirf waldah sahiba ke dam se tha,negative,121
ab ye halat hai ke mout ka intezar hai,negative,38
duniya mein mout sab insanon tak pohanchti hai aur kabhi kabhi insan bhi mout tak pohanch jata hai,negative,98
mere qalb ki mujodah kefiyat ye hai ke wo to mujh tak pohanchti nahi kisi tarah main us tak pohanch jaoon,negative,105
us waqat urton ko samaji khidmat aur hajatmandon ki imdad ka koi tajurba na tha,negative,79
ye siyasat se koi sarokar nahi rakhti,negative,37
ki jung ne aap ko intehai zehni sadme se do char kiya aur aap ne apne fan ke zarye jung aur us ke nuqsanat se logon ko agah kar ke ye dars deya ke jung sirf nuqsan hi nuqsan hai,negative,177
ibteda mein wo dosre bachon ki tarah normal jismani ehliyaton ki malik thein lekin mah ki umar mein aik khofnak marz ke hamle ne us ka dimagh maoof kar deya,negative,156
ilaj se us ki jan to bach gai lekin wo hameshah ke leye nabena aur behri ho gai us par mustazad ye ke jo alfaz wo bol sakti thi wo bhi bhol gai,negative,143
ibtedai chand saal us ne mayosi aur tariki mein guzare,negative,54
halen keller ki waldah us ke liye bohat pareshan rehti thein,negative,60
magar mujhe malom tha ke mujhe ghar se baasani ijazat nahi mile gi,negative,66
is leye mahine tak main apni family ko is khuwahish k amli jama phenane ke leye manati rahi ke mujhe practice karne dein,negative,120
darasal mery ghar wale aur degar family members sirf is wajah se mujhe ijazat de mein mali kar rahe the ke qanon ka shuba bari had tak sirf mardon ka shuba samjha jata tha,negative,171
un ka khayal tha ke main bila wajah musibatein uthaon gi,negative,56
un ka kehna hai ke hain aur mazhab ne khawateen ko kafi hoqoq deye hain aain ki ro se urat aur mard ki takhsis jins ki wajah se koi nahi hai magar majmoi tor par samaji rawaiya urton ki taraki ke khilaf hai,negative,206
mother teresa ne musalsal kaam jari rakhalekin mie girti sehat ne un ki karkardagi ko mutasir karna shuru kar diya,negative,114
pori duniya mein mother teresa ki mout ka sog manaya gaya aur dor daraz se log un ke janaze mein shirkat karne ke leye pohanche,negative,127
kise malom tha ke ye bandhan aik ese almiye par anjam pazir ho ga jo logon ko aindah na jane kitne barson tak afsurdah karta rahe ga,negative,132
paris ke aik zer e zamin raste par car ke khofnak hadse mein un ki halakat ke foran bad aik khayal to ye bhi samne aaya tha ke media ki mohabat ne hi dar haqiqat un ki jan le li,negative,177
driver in photographers se bachne ke leye hi gari ki rafter barhata chala gaya lekin bad mein ye khayal ghalat sabit ho gaya,negative,124
bohat se logon ka khayal tha ke princes charles ki surat mien shayad saal ki umar mein lady diana ko apni khuwabon ka shahzadah mil gaya tha lekin shadi ke chand saal bad hi diana ke chehre par is nakhushi ki parchaiyan nazar aane lagi thein aur un ki baton mein is na aasodgi ka suragh milne laga tha jo kam iz kam kisi esi larki ki zindagi mein nazar nahi aasakti jis ne apne khuwabon ke shahzadae ko pa liya ho,negative,413
is ke bajaye wo kisi ese qafas ki qedi lagti thein jise insani aankh dekh nahi pati thi,negative,87
agar zindagi moqa deti to shayad ye muhim natija khez sabit hoti,negative,64
princes charles se august ko baqaidah talaq ke bad wo jitney arse zindah rahein is doran yake bad degare do mardon se un ka taluq khatir istawar howa,negative,149
is din ko yad kar ke aaj bhi be shumar dil sogwar ho jate hain,negative,62
january mein hazara market ke bomb blast edhi razakaar shaheed zakhmi hue jab ke edhi ambulance mukammal taur par tabah ho gai,negative,126
khun kay insaniyat ki khidmaat per pakistan mein institute of business administration say doctorate ki azarai digri di gai hai,negative,126
genis book of world record woh iss baat ko bhi sakht napasand karte hain jab log in ki ya in kay kam ki taref kartey hain,negative,121
bht hi bura,negative,11
itny paiso mein is se acha mascara apko koi nahi milay ga is mein sare mehngay mascara wale qualities hain longlasting hay smurdge nahi huta buy it wityhout any doubt,negative,166
pounds ka same product local market mien rs mien mujood hey koie pagal he hoga jo tcs charges pay kara ga,negative,105
bohat zada khaas product nahi hai yeh bas aggar yeh use karkay pictures leni hain to theek hai lekin aggar koi qareeb say dekhay ga to pata chal jayega kay pattern baldness hai aur innatural koi cheez use hui wi hai works ok in sunny days and its sweat resistant its prupose is to cover the pattern baldness and for me it does that but for a short period of time it should be better in quality and should stay for a little long,negative,427
maine kemei ki or bhi mmachines use karta hun or ye mujhe naya desgin laga tou maine mangwaliya or yaqeen jaanen ye wali machine mein who baat nahi hai iska result wesa nahi ata isko bhot zada chipkaana parhta hai mun se tab jakar ye sahi cut karta hai meine isko jab istimaal kia uske baad maine note kia ke kahin kahin par baal reh gaye thay kemei ki purani saadi machines mein esa kabhi nahi hota tha iski toh price bhi zada hai toh isko or acha hona chahiye,negative,461
bhai jaan ya same cheez jo ap sell kar raha ho who parchoon ki dukaan pkr rupa ka para hai is main ap na kiya sona ka waqak lagaya hai is liya mangha bach raha ho,negative,162
jesa maine socha tha yeh mask mjhe wesa nahi laga yeh bohat hi liquid form me hain kafi patla b hai lagate lagate dry hona shru hojata hai isliye thick layer lagana sahi rehta hai lekin phir b yeh saray blackheads ko nahi nikal pata bs kuch dair k liye face ko oil free and clean kardeta hai,negative,291
mujhe tou yeh charcoal mask itna faiday mand nahi laga lagta tyou shuruh mein bara acha tha bari achi packaging thee aur reviews bhee bohat achay thay mein ne lelia lekin result nahi aaya tha acha,negative,196
abi tk to koi frq nae pra bar use kr lya aagy dekhty hain kya hota hai,negative,70
april ko akram shaheed ki kaman mein c company ne hazil hit ke muqam par qabza kiya,negative,83
major muhammad akram shaheed ko may ko hili ke muqam par fire kar deya gaya,negative,75
major akram ne gaz aage barh kar dushman ke teen tank tabah keye jab ke dushman ki taraf se jawabi hamle mein major muhammad akram shaheed ki company ka sirf aik supahi shaheed howa,negative,181
is marke mein major muhammad akram shaheed bhi hamle ki zad mein aagaye aur goliyon ki bochar ne ap ka sena shaq kar diya,negative,121
major asif haroon aur lance havaldar mir nawaz major muhammad akram shaheed ka jasd e khaki utha kar laye to sari company par sakta tari ho gaya,negative,144
kehne lage ke hum hukumat se ziyadah pese lete hain is leye marne ka haq bhi phele humein hai,negative,93
is mein koi shukk nahi ke is se pehle yunanis ko geography ka ilm tha lekin musalmano ne jab is maidan mein qadam rakha to europe mein geography ki hesiyat aik bholi basri kahani ki ho gait hi,negative,192
par achanak un ka instructor garhi mein sawar ho kar run way par aa gaya aur rashid minhas ke hamrah tayyarey mein beth gaya,negative,124
muteeurrehman name is bangali officer ne tayyarey ka control sambhal liya aur karachi mein apne sathiyon ko peygham dete hue kaha,negative,129
main jodhpur jar aha hon tumhe mere aehloayaal ko sath le kar forum hindustan highway commision chale aao aur wahan panah le lo,negative,127
yeh sunte he rashid minhas samajh gaey ke unhe aur un ke tayyarey ko kidnap kiya jar aha hai,negative,92
unho ne forum maripur ke control tower ko par peygham diyake mujhe kidnap kiya ja raha hai,negative,90
nez ghadara instructor ke sathiyon ko hindustani high commision mein panah lene se roko,negative,87
rashid minhas ki yeh harkat dekhte he muteeurrehman ne chloroform mein bheega hua romaal un ki naak par rakh kar unhe beyhosh karne ki koshish ki,negative,145
usi dauran par control tower se peygham mila ke tayyarey ko kidnap hone se bachaya jae,negative,86
lekin us dauran rashid minhas beyhosh ho chuke the aur ghaddar muteeurrehman degree ke zawiye par tayyarey ko bharat ki taraf urhae chala jar aha tha,negative,149
par rashid minhas ko zara sa hosh aya to unho ne control tower ko aik bar phir peygham diya ke mujhe kidnap kiya jar aha hai aur muteeurrehman se kashmakash jari hai,negative,165
ajeeb ittefaq hai ke rashid minhas ke grandfather abdullah minhas bhi august ko baroz jummatulmubarak par inteqal kar gaey tha,negative,126
bilkul isi tarha rashid minhas ne bhi august baroz jummatulmubarak par wafat paai,negative,81
chaudhry aslam par mawara e adalat ke qatal ke ilzamat bhi lage,negative,63
mein chaudhry aslam aur un ki team par aghwa barae tawan ki wardaton mein mulawis aham mulzimmashoq barohi ko jail police muqable mein halak karne ka muqadama darj kiya gaya aur un samet pollice afsaran aur ahalkaron ko giraftar kar liya gaya tha jin mein irfan bahadur sarwar commando aur nasir ul hassan shaheed ka naam qabil e zikar hai,negative,339
chaudhry aslam par is se qabl bhi hamle howae the un par phela hamla january mein gizri ke elaqe mein howa un par dosra hamla september ko un ki rehaishgah par howa,negative,164
july ko essa nagri ke elaqe mein chaudhry aslam ke conway ko boom se urane ki koshish ki gai thi aur un par chotha hamla january ko howa jis mein chaudhry aslam apne do muhafizon samet shaheed ho gaye,negative,200
ap ke muqable dushman ki do foji bateleyan foj thi,negative,50
december raat baje dushman ke tank ka aik gola un ke sene ke daein janib alaga aur wo wahein par shaheed ho gaye,negative,112
shahadat se phele un ke akhiri alfaz yehi the pul par qaza na hone dena,negative,71
major shabbir sharif shaheed watan se mohbat ka itna azeem jazba rakhte the ke unhein is ke muqabale mein apni jan ki bhi koi parwah nahi thi,negative,141
phir aik din tehrik e talban pakistan ki taraf se ye bhi kaha gaya ke malala bach gai hai usse hum dobarah marne ki koshish karein ge,negative,133
ab ye pori quom ko sochna ho ga ke agar hum pakistan ko waqai aman ka gehwara banana chahate hain to humein malala ka sath dena chahiye ya us ka sath chor dena chahiyephir aik kitab bhi malala ke naam se english mein shaya hoi jis ka naam hai main malala hun,negative,258
ye kitab bhi matnaza their ab tak is par behas ho rahi hai,negative,58
america ke saddar barak obama se mulaqat united nations mein khitab aman ke nobel inaam ke leye namzadgi aur nakami ke elawa bohat si degar baatein malala ki zat ko ab bhi behas ka markaz banaye rakhti hain,negative,206
doran e jang aik esa marhala aya ke muhammad mahfuz shaheed ki machine gun dushman ke aik gole ki zarb se tabah ho gai,negative,118
isi doran bharti supahi un par bal pare,negative,39
lance naik muhammad mahfooz shaheed ne aik bharti ke gala ghotne ki koshish ki to aik dosre bharti supahi ne apni gun se unhen shaheed kardeya,negative,142
jam e shadat nosh karte waqat muhammad mahfooz shaheed ke hath mein bharti foj ki garden thi,negative,92
ka mutafiqa aain manzor ho chukka tha lekin balochistan ke halat mein therao nahi tha,negative,85
zulfikar ali bhutto ki mun zor siyasat balochistan mein apna rasta kushada karne oar bazid thi,negative,94
is doran kai hukumaton ko bante aur bigarte dekh chuke the,negative,58
general pervez musharaf ne aain ki bisat palat kar iqtedar sanbhala to janab justiceiftikhar muhammad chaudhry ne shayad ese pakistani siyasat ka mamol samajh kar is ke muqabil kare hone ki zarorat mehsos na ki,negative,210
us waqat chief justice of pakistan janab justice saeed uz zaman sidiqi aur kai dosre baradar judge pco ke tehat half uthane par taiyar na howae to unhen retired kar deya gaya,negative,174
janab justice iftikhar muhammad chaudhry naye chief justice irshad hassan khan ke sath is bench mein bethe jis ke hathon general pervaz musharaf ke iqtedar ko sanad e jawaz bakhshi gai,negative,184
is se phele ke qanoon harkat mein aata laqanooniyat ne khud hi use lalkar diya,negative,78
pervez musharraf ne chief justice ko bola kar un se istefa talb kar liya,negative,72
pervez musharaf ne aik bar phir judges ko naya half uthane ke liye kaha,negative,71
corruption aur badunwani ka taqub jari hai,negative,42
nd july ke roz bharti foj ne tiger hill par aik aur bara hamla kiya,negative,67
goliyon ki barsat ke doran havaldar lalak jan shaheed ki company ke quaid sobedar sikandar ne unhen kaha ke wo tiger hill se neche utrein aur bharti fojiyon ke raste main barodi surangein bicha dein,negative,198
sab jante the ke ye kaam kitna mushkil hai lekin ye bhi sab jante the ke unhen larne ke leye bheja gaya hai,negative,107
agarcha wo is waqiye ko manzar e aam par nahi laye lekin andaza hai ke is tabahi mein un ke ke lag bagh jawan mare gaye,negative,119
bhartiyon ke shaded hamle jari rahe,negative,35
pakistani company ne kai din unhen roke rakha lekin tadad ki qillat aare ai,negative,75
hote hote tamam jawan shaheed ho gaye aur sirf havaldar lalak jan shaheed aur un ke teen sathi baqi reh gaye,negative,108
aindah dinon mein hone wale hamlon mein havaldar lalak jan shaheed ke do aur sathi shaheed ho gaye aur sirf aik sathi bacha,negative,123
donon sathi zakhmi bhi the aur lalak jan ka bayan bazo goli lagne se nakarah ho chuka tha,negative,89
thori der bad un ke akhiri sathi bhi shaheed ho gaye,negative,52
usi waqat bhartiyon ne aik aur hamla shuru kiya,negative,47
ziyadah tar fire aik khufiya banker ki taraf se araha tha jise baraherast nishana banana mumkin na tha,negative,102
zarori tha ke koi jawan banker tak pohanch kar ese nazdik se tabah kare,negative,71
ye banker sirf banker hi nahi balke ammunition dump bhi tha,negative,59
isi doran lalak jan bharti fojiyon ki nazar mein aagaye,negative,55
fojiyon ne un par fire khol deya,negative,32
sakht garmi ke mosam ke bawajood unhon ne squash court banaey thay jis ki chat bhi nahein thi sooraj ki tapish etni hoti thi ke insan to insan deegar haiwano ke liye bhi iss club ke squash court mein dopher guzarna taqreeban na mumkin dekhai deta tha,negative,250
qayam e pakistan ke bad hashim khan ne royal air force club mein bahasiat squash coach molazmet ikhtiyar ki aur khud ko suba sarhad mein hi mahdood kar leya aisa lagta tha ke woh pakistan ki had tak hi mahsoor hoker rah jaein gey,negative,229
akhbarat hairat zadah they mahreen pareeshan they key eh keya ho gaya,negative,69
kuch mahreen ka khayal tha key hashim ne ittefaqi tor per kamyabi hasil ker li hai aur asal moqablah to british open mein hoga mahmood alkareem ki ibratnak shikasht ko log hazam nahein ker pa rahe rhey,negative,201
ki dahai ke agaz mein azam khan aur mohibbullah khan ki kamyabyon ka silsila jari raha lakin almi cricket se unke rukhset hone ke bad gair mulki khailariyon ne british open per qabza jama leya,negative,192
aftab jawed ne kai tournament jeete magar woh british open ka ejaz hasil kerne sey qasir rahe woh aur ke british open ke final mein zaroor pahonche they magar dono martaba unhein shikasht ka samna kerna para tha ke british open final mein bhi woh pahonche lakin apne akhri rukawat aboor na ker sake,negative,298
air land ke juna bair nigtan aur australia ke jaif hint pakistan yon ke leay sakht hareef ban ker ubhre aur un ke orooj ke dino mein pakistan almi ejaz sey kai salon tek mahroom raha,negative,182
torsam aur rahmet apni hikmat amli ko akhri shakal dene mein masroof they ke aik saneha roonuma ho gaya australia mein khelte hue torsam khan kort mein dhear ho gae aur squash ki dunia ko sogwar chor gae,negative,203
torsam ki achanak mout sey jahangir ko bahot zayada sadma hua aur pakistan wapis aker unhon ne yeh soch leya ke woh aenda wicket ko shayad kabhi dobarah hat na laga sakein gein,negative,176
iss moqa per rahmat khan ne aik qurbani di rahmet ne squash khelna tark ker deya halanke woh uss waqt bhi dunia ke behtareen khelaryon ki fahrist mein maujood they,negative,163
jansher khan aik zabardast khelari zaroor they magar un mein woh khubyan nazar nahein aein jo jahangir khan mein thein yahi waja hai ke jansher apni ala tareen salahyaton ke bawajood woh moqam na bana sake jo jahangir ne banaya tha,negative,231
mein ghutne ki takaleef jansherko pareeshan keya goke scot land mein ubharte huey khelari copeter niksel ko unhon ne british open ke final mein hara deya tha lakin yeh kamyabi itni motasir kun nahein thi aur yeh mahsoos hone laga tha ke jansher zayada arse tak apni hukmerani qaim nahein rakh paein gein,negative,303
apne orooj ke sino mein jansher inn azam ka izhar kerte rahte they ke ween sedi ke awail tek woh kamyabi ka safar jari rakhein gein lakin woh kamyab na hosake ke world open mein unhon ne zati wajuhat ki bina per hissa nahein leya tha,negative,233
mein nuhein british open ke ijaz se bhi destberdar hona para sal ke world open ke fathe canadake joona then power rahe mein bhi pakistan ke hath koi bara title na asaka,negative,168
